;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
214;Campo e Sobrado, Porto;165000.0;2.0;1.0;96.0;112.0;1.0;3.0;Energy Performance Certificate;False;False;47.0;18.44994119584095;True;True;True
215;Chã, Figueira da Foz;275000.0;3.0;2.0;123.0;123.0;1.0;;Not available;True;False;50.9;;False;False;True
216;São Brás de Alportel, Faro;230000.0;3.0;2.0;85.0;94.0;0.0;;Not available;True;False;45.7;;False;False;True
217;Shopping, Vila Real;350000.0;4.0;3.0;117.0;138.0;2.0;2.0;Energy Performance Certificate;False;False;48.5;79.7233588180311;False;False;False
218;Nova Palmela, Palmela;133000.0;2.0;1.0;66.0;77.0;0.0;;Not available;True;False;45.3;30.00779199886712;False;False;False
219;Faro (Sé e São Pedro), Faro;110000.0;2.0;1.0;;;0.0;;Not available;True;False;45.7;;False;False;True
220;Chã, Figueira da Foz;270000.0;3.0;2.0;119.0;119.0;1.0;0.0;Energy Performance Certificate;False;False;50.9;;False;False;True
221;Oliveira do Douro, Porto;165000.0;1.0;1.0;66.0;71.0;1.0;3.0;Not available;True;False;47.0;7.42056882378263;True;True;True
222;Mina de Água, Lisboa;235000.0;2.0;1.0;66.0;77.0;0.0;;Not available;True;True;44.8;;True;True;False
223;Falagueira-Venda Nova, Lisboa;195000.0;1.0;1.0;46.0;63.0;0.0;;Not available;True;True;44.8;9.05199620778774;True;True;False
224;Mina, Amadora;169000.0;0.0;1.0;35.0;43.0;0.0;;Not available;True;False;44.1;9.19543784431275;True;True;False
225;Ericeira, Lisboa;590000.0;3.0;2.0;124.0;150.0;1.0;2.0;Energy Performance Certificate;False;True;44.8;15.190253305588069;True;True;True
226;Sines, Setúbal;250000.0;3.0;2.0;110.0;110.0;0.0;;Not available;True;False;46.6;;True;True;False
227;Calhariz de Benfica - Laranjeiras, Lisboa;435000.0;3.0;2.0;85.0;87.0;0.0;;Not available;True;True;44.8;10.521064993385052;True;True;False
228;Vilamoura, Loulé;500000.0;2.0;1.0;92.0;92.0;1.0;1.0;Not available;True;False;46.9;;False;False;False
229;Caparica e Trafaria, Setúbal;225000.0;3.0;2.0;85.0;90.0;1.0;3.0;Energy Performance Certificate;False;False;46.6;;True;True;False
230;Gaia Shopping, Vila Nova de Gaia;185000.0;2.0;2.0;67.0;80.0;1.0;2.0;Not available;True;False;46.8;5.734828693824064;True;True;False
231;Valbom Zona 3, Gondomar;155000.0;2.0;1.0;80.0;80.0;1.0;1.0;Not available;True;False;47.1;9.74755056971198;True;False;False
232;Costa de Caparica, Almada;419900.0;3.0;2.0;118.0;119.0;1.0;1.0;Energy Performance Certificate;False;False;46.3;0.0;True;False;False
233;Rotunda do Forcado, Santarém;380000.0;3.0;2.0;134.0;134.0;2.0;;Not available;True;False;48.3;;False;False;False
234;Vila Nova de Famalicão e Calendário, Braga;195000.0;2.0;2.0;105.0;105.0;1.0;0.0;Not available;True;False;44.4;;False;True;False
235;Quelfes, Faro;220000.0;2.0;1.0;74.0;88.0;0.0;;Not available;True;False;45.7;64.18658412080988;False;False;True
236;Monte Abraão, Sintra;235000.0;2.0;1.0;95.0;106.0;0.0;;Not available;True;False;43.7;;False;False;False
237;São Domingos de Benfica, Lisboa;235000.0;1.0;1.0;50.0;51.0;0.0;;Not available;True;True;44.8;9.792851966067698;True;True;False
238;Peso da Régua e Godim, Vila Real;197000.0;3.0;3.0;142.0;158.0;1.0;3.0;Energy Performance Certificate;False;False;51.4;;False;False;False
239;Laranjeiro e Feijó, Setúbal;185000.0;3.0;2.0;80.0;85.0;0.0;;Not available;True;False;46.6;;True;True;False
242;São Vicente, Lisboa;895000.0;2.0;3.0;100.0;137.0;1.0;;Not available;True;True;44.8;;True;True;False
243;São Vicente, Lisboa;520000.0;1.0;1.0;49.0;58.0;1.0;;Not available;True;True;44.8;;True;True;False
244;Caniço, Ilha da Madeira;180000.0;2.0;1.0;77.0;90.0;1.0;1.0;Not available;True;False;;;False;False;False
245;São Vicente, Lisboa;550000.0;1.0;1.0;60.0;73.0;1.0;;Not available;True;True;44.8;;True;True;False
246;Laranjeiro, Almada;229000.0;3.0;2.0;83.0;95.0;0.0;;Not available;True;False;46.3;6.907300997076936;True;False;False
247;Portimão Centro, Portimão;195000.0;2.0;1.0;71.0;79.0;0.0;;Not available;True;False;45.5;;False;False;True
248;Rio de Mouro, Lisboa;239000.0;3.0;2.0;85.0;96.0;0.0;;Not available;True;True;44.8;8.317144660863974;True;True;False
249;São Vicente, Lisboa;565000.0;1.0;1.0;60.0;69.0;1.0;;Not available;True;True;44.8;;True;True;False
250;Rio Mau, Vila do Conde;180000.0;2.0;1.0;81.0;105.0;1.0;1.0;Not available;True;False;45.7;14.706141816655812;False;False;False
251;Previdência, Porto;165000.0;3.0;1.0;92.0;92.0;0.0;3.0;Not available;True;False;47.0;;True;True;True
252;Póvoa de Santo Adrião e Olival Basto, Lisboa;245500.0;2.0;2.0;75.0;83.0;0.0;;Not available;True;True;44.8;;True;True;False
253;Centro, Guarda;85000.0;3.0;2.0;83.0;103.0;1.0;-1.0;Not available;True;False;49.6;126.97236772522068;False;False;False
254;Paredes, Porto;150000.0;2.0;1.0;92.0;92.0;1.0;3.0;Not available;True;False;44.3;21.939571653289125;True;True;True
255;Brandoa, Amadora;259899.99999999997;3.0;2.0;107.0;107.0;2.0;3.0;Not available;True;False;44.1;10.235009194181018;True;True;False
256;Massamá e Monte Abraão, Lisboa;278000.0;3.0;2.0;74.0;89.0;0.0;3.0;Energy Performance Certificate;False;True;44.8;;True;True;False
257;St.º António da Caparica, Almada;329900.0;2.0;2.0;80.0;90.0;0.0;;Not available;True;False;46.3;3.146367539271532;True;False;False
258;S. Domingos Benfica, Lisboa;460000.0;2.0;1.0;74.0;86.0;0.0;;Not available;True;True;44.8;9.792851966067698;True;True;False
259;Quinta das Lágrimas / Quinta da Varzea, Coimbra;310000.0;3.0;2.0;115.0;126.0;2.0;1.0;Not available;True;False;48.3;;False;True;False
260;Ramalde, Porto;195000.0;3.0;2.0;102.0;102.0;0.0;;Not available;True;False;47.0;3.872775852424896;True;True;True
261;Castelo, Castelo Branco;120000.0;3.0;2.0;77.0;111.0;0.0;;Not available;True;False;50.5;123.97457022928234;False;False;False
263;Cascais e Estoril, Lisboa;840750.0;3.0;2.0;122.0;178.0;3.0;0.0;Energy Performance Certificate;False;True;46.9;0.0;True;True;True
264;Cabanas Tavira, Tavira;210000.0;1.0;1.0;49.0;75.0;1.0;2.0;Not available;True;False;51.2;79.19533607152272;False;False;True
265;Ermesinde, Porto;357000.0;4.0;3.0;169.0;219.0;2.0;3.0;Energy Performance Certificate;False;False;47.0;12.607343989226592;True;True;True
266;Vila Nova Caparica, Almada;225000.0;2.0;2.0;75.0;78.0;0.0;;Not available;True;False;46.3;2.8952081637842384;True;False;False
267;Perafita, Lavra e Santa Cruz do Bispo, Porto;135000.0;0.0;1.0;42.0;42.0;0.0;;Not available;True;False;47.0;8.1930291776794;True;True;True
268;Almancil, Faro;565000.0;1.0;1.0;68.0;82.0;0.0;;Not available;True;False;45.7;45.029324235011714;False;False;True
269;Benfica, Lisboa;325000.0;2.0;1.0;65.0;77.0;0.0;;Not available;True;True;44.8;9.792851966067698;True;True;False
270;Faro (Sé e São Pedro), Faro;420000.0;5.0;2.0;161.0;186.0;0.0;;Not available;True;False;45.7;;False;False;True
271;Matosinhos e Leça da Palmeira, Porto;290000.0;1.0;1.0;52.0;73.0;1.0;2.0;Not available;False;False;47.5;;True;True;True
272;Olivais Sul, Lisboa;325000.0;3.0;2.0;82.0;82.0;0.0;;Not available;True;True;44.8;16.764544907684343;True;True;False
273;Olhão Baixa, Olhão;455000.0;3.0;3.0;107.0;173.0;2.0;2.0;Energy Performance Certificate;False;False;46.2;;False;False;True
274;Polo Universitário, Porto;290000.0;2.0;2.0;77.0;77.0;1.0;2.0;Not available;True;False;47.0;;True;True;True
275;Polo Universitário, Porto;335000.0;3.0;2.0;94.0;94.0;1.0;2.0;Not available;True;False;47.0;;True;True;True
276;Polo Universitário, Porto;325000.0;3.0;2.0;87.0;87.0;1.0;2.0;Not available;True;False;47.0;;True;True;True
277;Polo Universitário, Porto;280000.0;2.0;2.0;77.0;77.0;1.0;1.0;Not available;True;False;47.0;;True;True;True
278;Polo Universitário, Porto;215000.0;1.0;1.0;53.0;53.0;1.0;1.0;Not available;True;False;47.0;;True;True;True
279;Polo Universitário, Porto;205000.0;1.0;1.0;48.0;48.0;1.0;1.0;Not available;True;False;47.0;;True;True;True
280;Polo Universitário, Porto;286000.0;1.0;1.0;89.0;89.0;0.0;;Not available;True;False;47.0;;True;True;True
281;Polo Universitário, Porto;252000.0;1.0;1.0;67.0;67.0;0.0;;Not available;True;False;47.0;;True;True;True
282;Polo Universitário, Porto;210000.0;1.0;1.0;48.0;48.0;0.0;;Not available;True;False;47.0;;True;True;True
283;Arcos de Valdevez (São Paio) e Giela, Viana do Castelo;175000.0;1.0;1.0;38.0;38.0;1.0;0.0;Not available;True;False;55.4;;False;False;True
284;Matosinhos e Leça da Palmeira, Porto;465000.0;2.0;2.0;98.0;160.0;1.0;3.0;Not available;True;False;47.5;;True;True;True
285;Matosinhos e Leça da Palmeira, Porto;270000.0;1.0;1.0;41.0;48.0;1.0;2.0;Not available;False;False;47.5;;True;True;True
286;Matosinhos e Leça da Palmeira, Porto;275000.0;1.0;1.0;49.0;52.0;1.0;6.0;Not available;False;False;47.5;;True;True;True
287;Matosinhos e Leça da Palmeira, Porto;270000.0;1.0;1.0;49.0;52.0;1.0;5.0;Not available;False;False;47.5;;True;True;True
288;Matosinhos e Leça da Palmeira, Porto;265000.0;1.0;1.0;49.0;52.0;1.0;4.0;Not available;False;False;47.5;;True;True;True
289;Matosinhos e Leça da Palmeira, Porto;290000.0;1.0;1.0;41.0;48.0;1.0;6.0;Not available;False;False;47.5;;True;True;True
290;Matosinhos e Leça da Palmeira, Porto;285000.0;1.0;1.0;41.0;48.0;1.0;5.0;Not available;False;False;47.5;;True;True;True
291;Albufeira e Olhos de Água, Faro;153000.0;0.0;1.0;36.0;46.0;0.0;;Not available;True;False;44.4;;False;False;True
292;Matosinhos e Leça da Palmeira, Porto;280000.0;1.0;1.0;41.0;48.0;1.0;4.0;Not available;False;False;47.5;;True;True;True
293;Matosinhos e Leça da Palmeira, Porto;275000.0;1.0;1.0;41.0;48.0;1.0;3.0;Not available;False;False;47.5;;True;True;True
294;Olhão Centro, Olhão;195000.0;2.0;1.0;59.0;74.0;0.0;;Not available;True;False;46.2;;False;False;True
295;Matosinhos e Leça da Palmeira, Porto;405000.0;2.0;2.0;89.0;92.0;1.0;6.0;Not available;False;False;47.5;;True;True;True
296;Matosinhos e Leça da Palmeira, Porto;395000.0;2.0;2.0;89.0;92.0;1.0;4.0;Not available;False;False;47.5;;True;True;True
297;Albufeira e Olhos de Água, Faro;210000.0;1.0;1.0;44.0;50.0;1.0;2.0;Energy Performance Certificate;False;False;44.4;;False;False;True
298;Benfica, Lisboa;350000.0;2.0;1.0;75.0;80.0;0.0;;Not available;True;True;44.8;9.792851966067698;True;True;False
299;Matosinhos e Leça da Palmeira, Porto;390000.0;2.0;2.0;89.0;92.0;1.0;3.0;Not available;False;False;47.5;;True;True;True
300;Matosinhos e Leça da Palmeira, Porto;475000.0;2.0;2.0;95.0;110.0;1.0;3.0;Not available;False;False;47.5;;True;True;True
301;Matosinhos e Leça da Palmeira, Porto;445000.0;2.0;2.0;85.0;98.0;1.0;5.0;Not available;False;False;47.5;;True;True;True
302;Matosinhos e Leça da Palmeira, Porto;450000.0;2.0;2.0;85.0;98.0;1.0;6.0;Not available;False;False;47.5;;True;True;True
303;Matosinhos e Leça da Palmeira, Porto;440000.0;2.0;2.0;85.0;98.0;1.0;4.0;Not available;False;False;47.5;;True;True;True
304;Matosinhos e Leça da Palmeira, Porto;435000.0;2.0;2.0;85.0;98.0;1.0;3.0;Not available;False;False;47.5;;True;True;True
305;Nacional 1, Santa Maria da Feira;132000.0;2.0;1.0;76.0;76.0;1.0;3.0;Energy Performance Certificate;False;False;47.1;12.005532386379128;False;False;False
306;Santa Maria Maior, Lisboa;469500.0;2.0;1.0;90.0;95.0;0.0;;Not available;True;True;44.8;11.287008909067405;True;True;False
307;Matosinhos e Leça da Palmeira, Porto;430000.0;2.0;2.0;85.0;98.0;1.0;2.0;Not available;False;False;47.5;;True;True;True
308;Matosinhos e Leça da Palmeira, Porto;455000.0;2.0;2.0;89.0;104.0;1.0;4.0;Not available;False;False;47.5;;True;True;True
309;Matosinhos e Leça da Palmeira, Porto;450000.0;2.0;2.0;89.0;104.0;1.0;3.0;Not available;False;False;47.5;;True;True;True
310;Matosinhos e Leça da Palmeira, Porto;445000.0;2.0;2.0;89.0;104.0;1.0;2.0;Not available;False;False;47.5;;True;True;True
311;Matosinhos e Leça da Palmeira, Porto;580000.0;3.0;3.0;123.0;137.0;2.0;5.0;Not available;False;False;47.5;;True;True;True
312;Matosinhos e Leça da Palmeira, Porto;570000.0;3.0;3.0;123.0;137.0;2.0;3.0;Not available;True;False;47.5;;True;True;True
313;Matosinhos e Leça da Palmeira, Porto;565000.0;3.0;3.0;123.0;137.0;2.0;2.0;Not available;False;False;47.5;;True;True;True
315;ERA Palmela Azeitao, Barreiro;149000.0;2.0;1.0;;;0.0;;Not available;True;False;47.0;23.6364189681974;False;False;False
316;Lisboa, Amadora;139000.0;3.0;1.0;68.0;68.0;0.0;;Not available;True;True;44.1;8.931660920362937;True;True;False
317;Santo António da Charneca, Setúbal;165000.0;3.0;1.0;84.0;97.0;0.0;;Not available;True;False;46.6;;True;True;False
318;S. Gens, Matosinhos;299000.0;2.0;2.0;88.0;204.0;1.0;0.0;Energy Performance Certificate;False;False;47.5;5.118780302923655;True;False;False
319;Águas Santas, Porto;190000.0;3.0;2.0;119.0;136.0;1.0;3.0;Energy Performance Certificate;False;False;47.0;;True;True;True
320;São Cosme Zona 6, Gondomar;240000.0;2.0;1.0;;;0.0;;Not available;True;False;47.1;;True;False;False
321;Valongo, Porto;265000.0;3.0;3.0;151.0;282.0;2.0;4.0;Energy Performance Certificate;False;False;47.0;15.317228097109272;True;True;True
323;Silvares, Pias, Nogueira e Alvarenga, Porto;115000.0;2.0;1.0;92.0;102.0;2.0;2.0;Not available;True;False;47.0;37.08358869475549;True;True;True
324;Moledo e Cristelo, Viana do Castelo;350000.0;3.0;2.0;131.0;131.0;0.0;;Not available;True;False;48.8;17.21275567819433;False;False;True
325;Rio Tinto - Av. da Conduta, Gondomar;167500.0;2.0;1.0;85.0;98.0;1.0;0.0;Not available;True;False;47.1;10.900978426660448;True;False;False
326;Verderena / Avenida do Bocage, Barreiro;250000.0;3.0;1.0;72.0;72.0;0.0;;Not available;True;False;47.0;14.786436503217669;False;False;False
327;Verderena / Estação dos Barcos, Barreiro;172500.0;3.0;1.0;76.0;84.0;0.0;;Not available;True;False;47.0;;False;False;False
328;Paranhos, Porto;270000.0;2.0;1.0;61.0;67.0;0.0;1.0;Not available;True;False;47.0;6.200720730311939;True;True;True
329;Meixomil, Porto;150000.0;2.0;2.0;79.0;88.0;1.0;2.0;Not available;True;False;47.0;27.92462341391923;True;True;True
330;Serra das Minas, Sintra;155000.0;2.0;1.0;71.0;79.0;0.0;;Not available;True;False;43.7;9.410767325261428;False;False;False
332;Arroios, Lisboa;599000.0;4.0;2.0;145.0;145.0;1.0;6.0;Energy Performance Certificate;False;True;44.8;12.344550088464594;True;True;False
333;Algueirão, Sintra;219000.0;3.0;2.0;72.0;75.0;0.0;;Not available;True;False;43.7;;False;False;False
334;Santa Clara e Castelo Viegas, Coimbra;150000.0;2.0;1.0;89.0;104.0;1.0;3.0;Not available;True;False;48.3;38.0356812566624;False;True;False
335;ERA Palmela Azeitao, Moita;125000.0;3.0;2.0;63.0;83.0;0.0;;Not available;True;False;45.0;29.93717869097156;False;False;False
336;Pegões, Montijo;297000.0;3.0;2.0;136.0;150.0;1.0;2.0;Not available;True;False;42.6;;False;False;False
337;Pragal, Almada;335000.0;4.0;2.0;108.0;121.0;0.0;;Not available;True;False;46.3;6.292416906165184;True;False;False
338;Seia, São Romão e Lapa dos Dinheiros, Guarda;89000.0;2.0;1.0;68.0;79.0;1.0;0.0;Not available;True;False;49.6;;False;False;False
339;ERA Palmela Azeitao, Setúbal;150000.0;1.0;1.0;40.0;56.0;0.0;;Not available;True;False;45.3;;True;True;False
340;Campo de Ourique, Lisboa;955000.0;2.0;2.0;94.0;107.0;1.0;2.0;Not available;False;True;44.8;10.281507683662497;True;True;False
341;ERA Palmela Azeitao, Setúbal;250000.0;3.0;2.0;99.0;94.0;0.0;;Not available;True;False;45.3;;True;True;False
342;Gandra, Porto;139000.0;2.0;1.0;80.0;80.0;1.0;2.0;Not available;True;False;47.0;20.45265239859104;True;True;True
343;Laranjeiro e Feijó, Setúbal;206000.0;3.0;2.0;85.0;91.0;0.0;;Not available;True;False;46.6;;True;True;False
344;Oliveira do Douro, Porto;130000.0;2.0;1.0;71.0;84.0;0.0;;Not available;True;False;47.0;7.42056882378263;True;True;True
345;Espinho, Aveiro;279000.0;3.0;2.0;92.0;104.0;1.0;2.0;Energy Performance Certificate;False;False;51.1;0.0;False;False;True
346;Nogueira, Fraião e Lamaçães, Braga;349900.0;3.0;3.0;129.0;143.0;2.0;2.0;Not available;False;False;44.4;;False;True;False
347;Campo de Ourique, Lisboa;399000.0;2.0;1.0;62.0;70.0;0.0;2.0;Not available;True;True;44.8;10.281507683662497;True;True;False
348;Pedroso e Seixezelo, Porto;167500.0;3.0;1.0;94.0;94.0;1.0;2.0;Not available;True;False;47.0;9.34255294596552;True;True;True
349;Nossa Senhora da Piedade, Santarém;220000.0;4.0;3.0;214.0;237.0;0.0;;Not available;True;False;48.3;;False;False;False
350;Nevogilde, Porto;560000.0;3.0;2.0;131.0;142.0;1.0;2.0;Not available;True;False;47.0;2.174574161002934;True;True;True
351;Marrazes e Barosa, Leiria;210000.0;4.0;4.0;110.0;198.0;2.0;2.0;Not available;True;False;46.4;45.87135526249227;False;False;False
352;Chainça, Abrantes;114000.0;3.0;2.0;120.0;163.0;0.0;;Not available;True;False;53.4;;False;False;False
353;Setúbal (São Sebastião), Setúbal;149000.0;2.0;1.0;53.0;64.0;0.0;;Not available;True;False;46.6;;True;True;False
354;Nogueira da Regedoura, Aveiro;228000.0;3.0;2.0;127.0;127.0;2.0;2.0;Energy Performance Certificate;False;False;45.5;5.096251656917817;False;False;True
355;Fogueteiro, Seixal;167500.0;3.0;2.0;110.0;119.0;0.0;;Not available;True;False;44.9;12.08367799203927;False;False;False
356;Alverca do Ribatejo e Sobralinho, Lisboa;159000.0;2.0;1.0;55.0;57.0;0.0;0.0;Not available;True;True;44.8;31.586921632511352;True;True;False
357;Pinhal Novo, Setúbal;140000.0;2.0;1.0;61.0;66.0;0.0;;Not available;True;False;46.6;;True;True;False
358;Matosinhos e Leça da Palmeira, Porto;285000.0;3.0;3.0;122.0;146.0;2.0;;Not available;True;False;47.5;;True;True;True
359;Antas, Porto;275000.0;0.0;1.0;38.0;38.0;1.0;10.0;Energy Performance Certificate;False;False;47.0;7.2903817058845535;True;True;True
360;Vila Praia de Âncora, Viana do Castelo;125000.0;1.0;1.0;46.0;46.0;1.0;3.0;Not available;True;False;48.8;;False;False;True
361;Ao Tojal, Lisboa;320000.0;2.0;1.0;66.0;75.0;0.0;;Not available;True;True;44.8;35.51987826034167;True;True;False
362;Lisboa, Lisboa;699000.0;3.0;3.0;127.0;127.0;0.0;;Not available;True;True;44.8;11.879567368245146;True;True;False
363;Antas, Porto;275000.0;0.0;1.0;38.0;;0.0;;Not available;True;False;47.0;7.2903817058845535;True;True;True
364;Moscavide, Loures;259000.0;2.0;1.0;52.0;52.0;0.0;;Not available;True;False;44.6;18.76926342362823;False;False;False
365;São Vicente, Lisboa;549000.0;4.0;2.0;125.0;125.0;0.0;1.0;Not available;True;True;44.8;;True;True;False
366;Portimão, Faro;220000.0;2.0;1.0;60.0;74.0;1.0;1.0;Not available;True;False;45.7;;False;False;True
367;Portimão, Faro;225000.0;3.0;2.0;91.0;112.0;0.0;;Not available;True;False;45.7;;False;False;True
368;Dafundo, Oeiras;249000.0;2.0;1.0;59.0;65.0;0.0;;Not available;True;False;46.5;3.6359867696537167;False;False;False
370;Santo António dos Cavaleiros e Frielas, Lisboa;295000.0;2.0;2.0;;;0.0;3.0;Not available;False;True;44.8;;True;True;False
371;Santa Maria Maior, Vila Real;175000.0;2.0;2.0;103.0;111.0;1.0;2.0;Energy Performance Certificate;False;False;48.5;111.03437456662984;False;False;False
373;Jardins de Benfica, Lisboa;600000.0;2.0;2.0;;;0.0;;Not available;True;True;44.8;9.792851966067698;True;True;False
374;Belém, Lisboa;595000.0;2.0;2.0;85.0;100.0;1.0;1.0;Energy Performance Certificate;False;True;44.8;;True;True;False
375;Chafé, Viana do Castelo;142500.0;1.0;1.0;44.0;44.0;1.0;1.0;Not available;True;False;48.8;;False;False;True
376;Chafé, Viana do Castelo;140000.0;1.0;1.0;43.0;43.0;1.0;1.0;Not available;True;False;48.8;;False;False;True
377;Samora Correia, Santarém;139000.0;2.0;1.0;75.0;75.0;0.0;;Not available;True;False;48.3;;False;False;False
378;Setúbal (São Sebastião), Setúbal;195000.0;4.0;2.0;90.0;105.0;0.0;;Not available;True;False;46.6;;True;True;False
380;Lousã, Lousã;249000.0;3.0;3.0;110.0;245.0;2.0;2.0;Not available;True;False;47.4;;False;False;False
381;Corroios, Setúbal;298000.0;4.0;2.0;130.0;140.0;0.0;;Not available;True;False;46.6;;True;True;False
382;Torres da Bela Vista, Loures;215000.0;3.0;2.0;95.0;95.0;0.0;;Not available;True;False;44.6;18.35105258071456;False;False;False
383;Olhão, Faro;180000.0;2.0;1.0;66.0;69.0;0.0;;Not available;True;False;45.7;;False;False;True
385;Areeiro, Lisboa;450000.0;3.0;1.0;100.0;100.0;0.0;;Not available;True;True;44.8;14.051324664085923;True;True;False
386;Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro;270000.0;3.0;3.0;125.0;165.0;1.0;4.0;Energy Performance Certificate;False;False;47.1;11.537885605240778;False;False;True
