Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
Chã, Figueira da Foz;280.000;3.0;2.0;119.0;119.0;1.0;;Not available;True;False;50,9;;False;False;True
Chã, Figueira da Foz;285.000;3.0;2.0;123.0;123.0;1.0;;Not available;True;False;50,9;;False;False;True
Chã, Figueira da Foz;265.000;3.0;2.0;119.0;119.0;1.0;;Not available;True;False;50,9;;False;False;True
Campo e Sobrado, Porto;165.000;2.0;1.0;96.0;112.0;1.0;3.0;Energy Performance Certificate;False;False;47;18.44994119584095;True;True;True
Chã, Figueira da Foz;275.000;3.0;2.0;123.0;123.0;1.0;;Not available;True;False;50,9;;False;False;True
São Brás de Alportel, Faro;230.000;3.0;2.0;85.0;94.0;;;Not available;True;False;45,7;;False;False;True
Shopping, Vila Real;350.000;4.0;3.0;117.0;138.0;2.0;2.0;Energy Performance Certificate;False;False;48,5;79.7233588180311;False;False;False
Nova Palmela, Palmela;133.000;2.0;1.0;66.0;77.0;;;Not available;True;False;45,3;30.00779199886712;False;False;False
Faro (Sé e São Pedro), Faro;110.000;2.0;1.0;;;;;Not available;True;False;45,7;;False;False;True
Chã, Figueira da Foz;270.000;3.0;2.0;119.0;119.0;1.0;0.0;Energy Performance Certificate;False;False;50,9;;False;False;True
Oliveira do Douro, Porto;165.000;1.0;1.0;66.0;71.0;1.0;3.0;Not available;True;False;47;7.42056882378263;True;True;True
Mina de Água, Lisboa;235.000;2.0;1.0;66.0;77.0;;;Not available;True;True;44,8;;True;True;False
Falagueira-Venda Nova, Lisboa;195.000;1.0;1.0;46.0;63.0;;;Not available;True;True;44,8;9.05199620778774;True;True;False
Mina, Amadora;169.000;0.0;1.0;35.0;43.0;;;Not available;True;False;44,1;9.19543784431275;True;True;False
Ericeira, Lisboa;590.000;3.0;2.0;124.0;150.0;1.0;2.0;Energy Performance Certificate;False;True;44,8;15.190253305588069;True;True;True
Sines, Setúbal;250.000;3.0;2.0;110.0;110.0;;;Not available;True;False;46,6;;True;True;False
Calhariz de Benfica - Laranjeiras, Lisboa;435.000;3.0;2.0;85.0;87.0;;;Not available;True;True;44,8;10.521064993385052;True;True;False
Vilamoura, Loulé;500.000;2.0;1.0;92.0;92.0;1.0;1.0;Not available;True;False;46,9;;False;False;False
Caparica e Trafaria, Setúbal;225.000;3.0;2.0;85.0;90.0;1.0;3.0;Energy Performance Certificate;False;False;46,6;;True;True;False
Gaia Shopping, Vila Nova de Gaia;185.000;2.0;2.0;67.0;80.0;1.0;2.0;Not available;True;False;46,8;5.734828693824064;True;True;False
Valbom Zona 3, Gondomar;155.000;2.0;1.0;80.0;80.0;1.0;1.0;Not available;True;False;47,1;9.74755056971198;True;False;False
Costa de Caparica, Almada;419.900;3.0;2.0;118.0;119.0;1.0;1.0;Energy Performance Certificate;False;False;46,3;0.0;True;False;False
Rotunda do Forcado, Santarém;380.000;3.0;2.0;134.0;134.0;2.0;;Not available;True;False;48,3;;False;False;False
Vila Nova de Famalicão e Calendário, Braga;195.000;2.0;2.0;105.0;105.0;1.0;0.0;Not available;True;False;44,4;;False;True;False
Quelfes, Faro;220.000;2.0;1.0;74.0;88.0;;;Not available;True;False;45,7;64.18658412080988;False;False;True
Monte Abraão, Sintra;235.000;2.0;1.0;95.0;106.0;;;Not available;True;False;43,7;;False;False;False
São Domingos de Benfica, Lisboa;235.000;1.0;1.0;50.0;51.0;;;Not available;True;True;44,8;9.792851966067698;True;True;False
Peso da Régua e Godim, Vila Real;197.000;3.0;3.0;142.0;158.0;1.0;3.0;Energy Performance Certificate;False;False;51,4;;False;False;False
Laranjeiro e Feijó, Setúbal;185.000;3.0;2.0;80.0;85.0;;;Not available;True;False;46,6;;True;True;False
Telões, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;47;;True;True;True
Lagos, Lagos;Sob Consulta;1.0;1.0;52.0;75.0;1.0;5.0;Not available;False;False;48,7;3609.996885639528;False;False;True
São Vicente, Lisboa;895.000;2.0;3.0;100.0;137.0;1.0;;Not available;True;True;44,8;;True;True;False
São Vicente, Lisboa;520.000;1.0;1.0;49.0;58.0;1.0;;Not available;True;True;44,8;;True;True;False
Caniço, Ilha da Madeira;180.000;2.0;1.0;77.0;90.0;1.0;1.0;Not available;True;False;;;False;False;False
São Vicente, Lisboa;550.000;1.0;1.0;60.0;73.0;1.0;;Not available;True;True;44,8;;True;True;False
Laranjeiro, Almada;229.000;3.0;2.0;83.0;95.0;;;Not available;True;False;46,3;6.907300997076936;True;False;False
Portimão Centro, Portimão;195.000;2.0;1.0;71.0;79.0;;;Not available;True;False;45,5;;False;False;True
Rio de Mouro, Lisboa;239.000;3.0;2.0;85.0;96.0;;;Not available;True;True;44,8;8.317144660863974;True;True;False
São Vicente, Lisboa;565.000;1.0;1.0;60.0;69.0;1.0;;Not available;True;True;44,8;;True;True;False
Rio Mau, Vila do Conde;180.000;2.0;1.0;81.0;105.0;1.0;1.0;Not available;True;False;45,7;14.706141816655812;False;False;False
Previdência, Porto;165.000;3.0;1.0;92.0;92.0;0.0;3.0;Not available;True;False;47;;True;True;True
Póvoa de Santo Adrião e Olival Basto, Lisboa;245.500;2.0;2.0;75.0;83.0;;;Not available;True;True;44,8;;True;True;False
Centro, Guarda;85.000;3.0;2.0;83.0;103.0;1.0;-1.0;Not available;True;False;49,6;126.97236772522068;False;False;False
Paredes, Porto;150.000;2.0;1.0;92.0;92.0;1.0;3.0;Not available;True;False;44,3;21.939571653289125;True;True;True
Brandoa, Amadora;259.900;3.0;2.0;107.0;107.0;2.0;3.0;Not available;True;False;44,1;10.235009194181018;True;True;False
Massamá e Monte Abraão, Lisboa;278.000;3.0;2.0;74.0;89.0;0.0;3.0;Energy Performance Certificate;False;True;44,8;;True;True;False
St.º António da Caparica, Almada;329.900;2.0;2.0;80.0;90.0;;;Not available;True;False;46,3;3.146367539271532;True;False;False
S. Domingos Benfica, Lisboa;460.000;2.0;1.0;74.0;86.0;;;Not available;True;True;44,8;9.792851966067698;True;True;False
Quinta das Lágrimas / Quinta da Varzea, Coimbra;310.000;3.0;2.0;115.0;126.0;2.0;1.0;Not available;True;False;48,3;;False;True;False
Ramalde, Porto;195.000;3.0;2.0;102.0;102.0;;;Not available;True;False;47;3.872775852424896;True;True;True
Castelo, Castelo Branco;120.000;3.0;2.0;77.0;111.0;;;Not available;True;False;50,5;123.97457022928234;False;False;False
Centro de Saúde, Castelo Branco;Under Consultation;4.0;2.0;80.0;85.0;;;Not available;True;False;50,5;;False;False;False
Cascais e Estoril, Lisboa;840.750;3.0;2.0;122.0;178.0;3.0;0.0;Energy Performance Certificate;False;True;46,9;0.0;True;True;True
Cabanas Tavira, Tavira;210.000;1.0;1.0;49.0;75.0;1.0;2.0;Not available;True;False;51,2;79.19533607152272;False;False;True
Ermesinde, Porto;357.000;4.0;3.0;169.0;219.0;2.0;3.0;Energy Performance Certificate;False;False;47;12.607343989226592;True;True;True
Vila Nova Caparica, Almada;225.000;2.0;2.0;75.0;78.0;;;Not available;True;False;46,3;2.8952081637842384;True;False;False
Perafita, Lavra e Santa Cruz do Bispo, Porto;135.000;0.0;1.0;42.0;42.0;;;Not available;True;False;47;8.1930291776794;True;True;True
Almancil, Faro;565.000;1.0;1.0;68.0;82.0;;;Not available;True;False;45,7;45.029324235011714;False;False;True
Benfica, Lisboa;325.000;2.0;1.0;65.0;77.0;;;Not available;True;True;44,8;9.792851966067698;True;True;False
Faro (Sé e São Pedro), Faro;420.000;5.0;2.0;161.0;186.0;;;Not available;True;False;45,7;;False;False;True
Matosinhos e Leça da Palmeira, Porto;290.000;1.0;1.0;52.0;73.0;1.0;2.0;Not available;False;False;47,5;;True;True;True
Olivais Sul, Lisboa;325.000;3.0;2.0;82.0;82.0;;;Not available;True;True;44,8;16.764544907684343;True;True;False
Olhão Baixa, Olhão;455.000;3.0;3.0;107.0;173.0;2.0;2.0;Energy Performance Certificate;False;False;46,2;;False;False;True
Polo Universitário, Porto;290.000;2.0;2.0;77.0;77.0;1.0;2.0;Not available;True;False;47;;True;True;True
Polo Universitário, Porto;335.000;3.0;2.0;94.0;94.0;1.0;2.0;Not available;True;False;47;;True;True;True
Polo Universitário, Porto;325.000;3.0;2.0;87.0;87.0;1.0;2.0;Not available;True;False;47;;True;True;True
Polo Universitário, Porto;280.000;2.0;2.0;77.0;77.0;1.0;1.0;Not available;True;False;47;;True;True;True
Polo Universitário, Porto;215.000;1.0;1.0;53.0;53.0;1.0;1.0;Not available;True;False;47;;True;True;True
Polo Universitário, Porto;205.000;1.0;1.0;48.0;48.0;1.0;1.0;Not available;True;False;47;;True;True;True
Polo Universitário, Porto;286.000;1.0;1.0;89.0;89.0;;;Not available;True;False;47;;True;True;True
Polo Universitário, Porto;252.000;1.0;1.0;67.0;67.0;;;Not available;True;False;47;;True;True;True
Polo Universitário, Porto;210.000;1.0;1.0;48.0;48.0;;;Not available;True;False;47;;True;True;True
Arcos de Valdevez (São Paio) e Giela, Viana do Castelo;175.000;1.0;1.0;38.0;38.0;1.0;0.0;Not available;True;False;55,4;;False;False;True
Matosinhos e Leça da Palmeira, Porto;465.000;2.0;2.0;98.0;160.0;1.0;3.0;Not available;True;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;270.000;1.0;1.0;41.0;48.0;1.0;2.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;275.000;1.0;1.0;49.0;52.0;1.0;6.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;270.000;1.0;1.0;49.0;52.0;1.0;5.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;265.000;1.0;1.0;49.0;52.0;1.0;4.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;290.000;1.0;1.0;41.0;48.0;1.0;6.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;285.000;1.0;1.0;41.0;48.0;1.0;5.0;Not available;False;False;47,5;;True;True;True
Albufeira e Olhos de Água, Faro;153.000;0.0;1.0;36.0;46.0;;;Not available;True;False;44,4;;False;False;True
Matosinhos e Leça da Palmeira, Porto;280.000;1.0;1.0;41.0;48.0;1.0;4.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;275.000;1.0;1.0;41.0;48.0;1.0;3.0;Not available;False;False;47,5;;True;True;True
Olhão Centro, Olhão;195.000;2.0;1.0;59.0;74.0;;;Not available;True;False;46,2;;False;False;True
Matosinhos e Leça da Palmeira, Porto;405.000;2.0;2.0;89.0;92.0;1.0;6.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;395.000;2.0;2.0;89.0;92.0;1.0;4.0;Not available;False;False;47,5;;True;True;True
Albufeira e Olhos de Água, Faro;210.000;1.0;1.0;44.0;50.0;1.0;2.0;Energy Performance Certificate;False;False;44,4;;False;False;True
Benfica, Lisboa;350.000;2.0;1.0;75.0;80.0;;;Not available;True;True;44,8;9.792851966067698;True;True;False
Matosinhos e Leça da Palmeira, Porto;390.000;2.0;2.0;89.0;92.0;1.0;3.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;475.000;2.0;2.0;95.0;110.0;1.0;3.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;445.000;2.0;2.0;85.0;98.0;1.0;5.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;450.000;2.0;2.0;85.0;98.0;1.0;6.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;440.000;2.0;2.0;85.0;98.0;1.0;4.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;435.000;2.0;2.0;85.0;98.0;1.0;3.0;Not available;False;False;47,5;;True;True;True
Nacional 1, Santa Maria da Feira;132.000;2.0;1.0;76.0;76.0;1.0;3.0;Energy Performance Certificate;False;False;47,1;12.005532386379128;False;False;False
Santa Maria Maior, Lisboa;469.500;2.0;1.0;90.0;95.0;;;Not available;True;True;44,8;11.287008909067405;True;True;False
Matosinhos e Leça da Palmeira, Porto;430.000;2.0;2.0;85.0;98.0;1.0;2.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;455.000;2.0;2.0;89.0;104.0;1.0;4.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;450.000;2.0;2.0;89.0;104.0;1.0;3.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;445.000;2.0;2.0;89.0;104.0;1.0;2.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;580.000;3.0;3.0;123.0;137.0;2.0;5.0;Not available;False;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;570.000;3.0;3.0;123.0;137.0;2.0;3.0;Not available;True;False;47,5;;True;True;True
Matosinhos e Leça da Palmeira, Porto;565.000;3.0;3.0;123.0;137.0;2.0;2.0;Not available;False;False;47,5;;True;True;True
Rio Tinto - Forno, Gondomar;Under Consultation;1.0;1.0;47.0;50.0;;;Not available;True;False;47,1;9.347901357721334;True;False;False
ERA Palmela Azeitao, Barreiro;149.000;2.0;1.0;;;;;Not available;True;False;47;23.6364189681974;False;False;False
Lisboa, Amadora;139.000;3.0;1.0;68.0;68.0;;;Not available;True;True;44,1;8.931660920362937;True;True;False
Santo António da Charneca, Setúbal;165.000;3.0;1.0;84.0;97.0;;;Not available;True;False;46,6;;True;True;False
S. Gens, Matosinhos;299.000;2.0;2.0;88.0;204.0;1.0;0.0;Energy Performance Certificate;False;False;47,5;5.118780302923655;True;False;False
Águas Santas, Porto;190.000;3.0;2.0;119.0;136.0;1.0;3.0;Energy Performance Certificate;False;False;47;;True;True;True
São Cosme Zona 6, Gondomar;240.000;2.0;1.0;;;;;Not available;True;False;47,1;;True;False;False
Valongo, Porto;265.000;3.0;3.0;151.0;282.0;2.0;4.0;Energy Performance Certificate;False;False;47;15.317228097109272;True;True;True
São João da Madeira, Aveiro;Under Consultation;1.0;1.0;48.0;62.0;0.0;0.0;Not available;True;False;47;;False;False;True
Silvares, Pias, Nogueira e Alvarenga, Porto;115.000;2.0;1.0;92.0;102.0;2.0;2.0;Not available;True;False;47;37.08358869475549;True;True;True
Moledo e Cristelo, Viana do Castelo;350.000;3.0;2.0;131.0;131.0;;;Not available;True;False;48,8;17.21275567819433;False;False;True
Rio Tinto - Av. da Conduta, Gondomar;167.500;2.0;1.0;85.0;98.0;1.0;0.0;Not available;True;False;47,1;10.900978426660448;True;False;False
Verderena / Avenida do Bocage, Barreiro;250.000;3.0;1.0;72.0;72.0;;;Not available;True;False;47;14.786436503217669;False;False;False
Verderena / Estação dos Barcos, Barreiro;172.500;3.0;1.0;76.0;84.0;;;Not available;True;False;47;;False;False;False
Paranhos, Porto;270.000;2.0;1.0;61.0;67.0;0.0;1.0;Not available;True;False;47;6.200720730311939;True;True;True
Meixomil, Porto;150.000;2.0;2.0;79.0;88.0;1.0;2.0;Not available;True;False;47;27.92462341391923;True;True;True
Serra das Minas, Sintra;155.000;2.0;1.0;71.0;79.0;;;Not available;True;False;43,7;9.410767325261428;False;False;False
Guarda, Guarda;Under Consultation;3.0;2.0;104.0;121.0;1.0;0.0;Not available;True;False;49,6;;False;False;False
Arroios, Lisboa;599.000;4.0;2.0;145.0;145.0;1.0;6.0;Energy Performance Certificate;False;True;44,8;12.344550088464594;True;True;False
Algueirão, Sintra;219.000;3.0;2.0;72.0;75.0;;;Not available;True;False;43,7;;False;False;False
Santa Clara e Castelo Viegas, Coimbra;150.000;2.0;1.0;89.0;104.0;1.0;3.0;Not available;True;False;48,3;38.0356812566624;False;True;False
ERA Palmela Azeitao, Moita;125.000;3.0;2.0;63.0;83.0;;;Not available;True;False;45;29.937178690971557;False;False;False
Pegões, Montijo;297.000;3.0;2.0;136.0;150.0;1.0;2.0;Not available;True;False;42,6;;False;False;False
Pragal, Almada;335.000;4.0;2.0;108.0;121.0;;;Not available;True;False;46,3;6.292416906165184;True;False;False
Seia, São Romão e Lapa dos Dinheiros, Guarda;89.000;2.0;1.0;68.0;79.0;1.0;0.0;Not available;True;False;49,6;;False;False;False
ERA Palmela Azeitao, Setúbal;150.000;1.0;1.0;40.0;56.0;;;Not available;True;False;45,3;;True;True;False
Campo de Ourique, Lisboa;955.000;2.0;2.0;94.0;107.0;1.0;2.0;Not available;False;True;44,8;10.281507683662497;True;True;False
ERA Palmela Azeitao, Setúbal;250.000;3.0;2.0;99.0;94.0;;;Not available;True;False;45,3;;True;True;False
Gandra, Porto;139.000;2.0;1.0;80.0;80.0;1.0;2.0;Not available;True;False;47;20.45265239859104;True;True;True
Laranjeiro e Feijó, Setúbal;206.000;3.0;2.0;85.0;91.0;;;Not available;True;False;46,6;;True;True;False
Oliveira do Douro, Porto;130.000;2.0;1.0;71.0;84.0;;;Not available;True;False;47;7.42056882378263;True;True;True
Espinho, Aveiro;279.000;3.0;2.0;92.0;104.0;1.0;2.0;Energy Performance Certificate;False;False;51,1;0.0;False;False;True
Nogueira, Fraião e Lamaçães, Braga;349.900;3.0;3.0;129.0;143.0;2.0;2.0;Not available;False;False;44,4;;False;True;False
Campo de Ourique, Lisboa;399.000;2.0;1.0;62.0;70.0;0.0;2.0;Not available;True;True;44,8;10.281507683662497;True;True;False
Pedroso e Seixezelo, Porto;167.500;3.0;1.0;94.0;94.0;1.0;2.0;Not available;True;False;47;9.34255294596552;True;True;True
Nossa Senhora da Piedade, Santarém;220.000;4.0;3.0;214.0;237.0;;;Not available;True;False;48,3;;False;False;False
Nevogilde, Porto;560.000;3.0;2.0;131.0;142.0;1.0;2.0;Not available;True;False;47;2.174574161002934;True;True;True
Marrazes e Barosa, Leiria;210.000;4.0;4.0;110.0;198.0;2.0;2.0;Not available;True;False;46,4;45.87135526249227;False;False;False
Chainça, Abrantes;114.000;3.0;2.0;120.0;163.0;;;Not available;True;False;53,4;;False;False;False
Setúbal (São Sebastião), Setúbal;149.000;2.0;1.0;53.0;64.0;;;Not available;True;False;46,6;;True;True;False
Nogueira da Regedoura, Aveiro;228.000;3.0;2.0;127.0;127.0;2.0;2.0;Energy Performance Certificate;False;False;45,5;5.096251656917817;False;False;True
Fogueteiro, Seixal;167.500;3.0;2.0;110.0;119.0;;;Not available;True;False;44,9;12.08367799203927;False;False;False
Alverca do Ribatejo e Sobralinho, Lisboa;159.000;2.0;1.0;55.0;57.0;0.0;0.0;Not available;True;True;44,8;31.586921632511352;True;True;False
Pinhal Novo, Setúbal;140.000;2.0;1.0;61.0;66.0;;;Not available;True;False;46,6;;True;True;False
Matosinhos e Leça da Palmeira, Porto;285.000;3.0;3.0;122.0;146.0;2.0;;Not available;True;False;47,5;;True;True;True
Antas, Porto;275.000;0.0;1.0;38.0;38.0;1.0;10.0;Energy Performance Certificate;False;False;47;7.2903817058845535;True;True;True
Vila Praia de Âncora, Viana do Castelo;125.000;1.0;1.0;46.0;46.0;1.0;3.0;Not available;True;False;48,8;;False;False;True
Ao Tojal, Lisboa;320.000;2.0;1.0;66.0;75.0;;;Not available;True;True;44,8;35.51987826034167;True;True;False
Lisboa, Lisboa;699.000;3.0;3.0;127.0;127.0;;;Not available;True;True;44,8;11.879567368245146;True;True;False
Antas, Porto;275.000;0.0;1.0;38.0;;;;Not available;True;False;47;7.2903817058845535;True;True;True
Moscavide, Loures;259.000;2.0;1.0;52.0;52.0;;;Not available;True;False;44,6;18.76926342362823;False;False;False
São Vicente, Lisboa;549.000;4.0;2.0;125.0;125.0;0.0;1.0;Not available;True;True;44,8;;True;True;False
Portimão, Faro;220.000;2.0;1.0;60.0;74.0;1.0;1.0;Not available;True;False;45,7;;False;False;True
Portimão, Faro;225.000;3.0;2.0;91.0;112.0;;;Not available;True;False;45,7;;False;False;True
Dafundo, Oeiras;249.000;2.0;1.0;59.0;65.0;;;Not available;True;False;46,5;3.6359867696537167;False;False;False
Olivais, Lisboa;580.000;;;;;;;Not available;True;True;44,8;16.354114399684835;True;True;False
Santo António dos Cavaleiros e Frielas, Lisboa;295.000;2.0;2.0;;;;3.0;Not available;False;True;44,8;;True;True;False
Santa Maria Maior, Vila Real;175.000;2.0;2.0;103.0;111.0;1.0;2.0;Energy Performance Certificate;False;False;48,5;111.03437456662984;False;False;False
Selho (São Cristóvão), Braga;Under Consultation;3.0;2.0;92.0;107.0;1.0;2.0;Not available;True;False;44,4;;False;True;False
Jardins de Benfica, Lisboa;600.000;2.0;2.0;;;;;Not available;True;True;44,8;9.792851966067698;True;True;False
Belém, Lisboa;595.000;2.0;2.0;85.0;100.0;1.0;1.0;Energy Performance Certificate;False;True;44,8;;True;True;False
Chafé, Viana do Castelo;142.500;1.0;1.0;44.0;44.0;1.0;1.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;140.000;1.0;1.0;43.0;43.0;1.0;1.0;Not available;True;False;48,8;;False;False;True
Samora Correia, Santarém;139.000;2.0;1.0;75.0;75.0;;;Not available;True;False;48,3;;False;False;False
Setúbal (São Sebastião), Setúbal;195.000;4.0;2.0;90.0;105.0;;;Not available;True;False;46,6;;True;True;False
