;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Coastal Locations;Median Age
216;São Brás de Alportel, Faro;230.000;3.0;2.0;85.0;94.0;0.0;;Not available;True;False;False;False;True;45.7
217;Shopping, Vila Real;350.000;4.0;3.0;117.0;138.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;False;48.5
218;Nova Palmela, Palmela;133.000;2.0;1.0;66.0;77.0;0.0;;Not available;True;False;False;False;False;45.3
219;Faro (Sé e São Pedro), Faro;110.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.7
220;Chã, Figueira da Foz;270.000;3.0;2.0;119.0;119.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;True;50.9
221;Oliveira do Douro, Porto;165.000;1.0;1.0;66.0;71.0;1.0;3.0;Not available;True;False;True;True;True;47.0
222;Mina de Água, Lisboa;235.000;2.0;1.0;66.0;77.0;0.0;;Not available;True;True;True;True;False;44.8
223;Falagueira-Venda Nova, Lisboa;195.000;1.0;1.0;46.0;63.0;0.0;;Not available;True;True;True;True;False;44.8
224;Mina, Amadora;169.000;0.0;1.0;35.0;43.0;0.0;;Not available;True;False;True;True;False;44.1
225;Ericeira, Lisboa;590.000;3.0;2.0;124.0;150.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;True;44.8
226;Sines, Setúbal;250.000;3.0;2.0;110.0;110.0;0.0;;Not available;True;False;True;True;False;46.6
227;Calhariz de Benfica - Laranjeiras, Lisboa;435.000;3.0;2.0;85.0;87.0;0.0;;Not available;True;True;True;True;False;44.8
228;Vilamoura, Loulé;500.000;2.0;1.0;92.0;92.0;1.0;1.0;Not available;True;False;False;False;False;46.9
229;Caparica e Trafaria, Setúbal;225.000;3.0;2.0;85.0;90.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;False;46.6
230;Gaia Shopping, Vila Nova de Gaia;185.000;2.0;2.0;67.0;80.0;1.0;2.0;Not available;True;False;True;True;False;46.8
231;Valbom Zona 3, Gondomar;155.000;2.0;1.0;80.0;80.0;1.0;1.0;Not available;True;False;True;False;False;47.1
232;Costa de Caparica, Almada;419.900;3.0;2.0;118.0;119.0;1.0;1.0;Energy Performance Certificate;False;False;True;False;False;46.3
233;Rotunda do Forcado, Santarém;380.000;3.0;2.0;134.0;134.0;2.0;;Not available;True;False;False;False;False;48.3
234;Vila Nova de Famalicão e Calendário, Braga;195.000;2.0;2.0;105.0;105.0;1.0;0.0;Not available;True;False;False;True;False;44.4
235;Quelfes, Faro;220.000;2.0;1.0;74.0;88.0;0.0;;Not available;True;False;False;False;True;45.7
236;Monte Abraão, Sintra;235.000;2.0;1.0;95.0;106.0;0.0;;Not available;True;False;False;False;False;43.7
237;São Domingos de Benfica, Lisboa;235.000;1.0;1.0;50.0;51.0;0.0;;Not available;True;True;True;True;False;44.8
238;Peso da Régua e Godim, Vila Real;197.000;3.0;3.0;142.0;158.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;51.4
239;Laranjeiro e Feijó, Setúbal;185.000;3.0;2.0;80.0;85.0;0.0;;Not available;True;False;True;True;False;46.6
240;Telões, Porto;Under Consultation;1.0;1.0;;;0.0;;Not available;True;False;True;True;True;47.0
241;Lagos, Lagos;Sob Consulta;1.0;1.0;52.0;75.0;1.0;5.0;Not available;False;False;False;False;True;48.7
242;São Vicente, Lisboa;895.000;2.0;3.0;100.0;137.0;1.0;;Not available;True;True;True;True;False;44.8
243;São Vicente, Lisboa;520.000;1.0;1.0;49.0;58.0;1.0;;Not available;True;True;True;True;False;44.8
244;Caniço, Ilha da Madeira;180.000;2.0;1.0;77.0;90.0;1.0;1.0;Not available;True;False;False;False;False;
245;São Vicente, Lisboa;550.000;1.0;1.0;60.0;73.0;1.0;;Not available;True;True;True;True;False;44.8
246;Laranjeiro, Almada;229.000;3.0;2.0;83.0;95.0;0.0;;Not available;True;False;True;False;False;46.3
247;Portimão Centro, Portimão;195.000;2.0;1.0;71.0;79.0;0.0;;Not available;True;False;False;False;True;45.5
248;Rio de Mouro, Lisboa;239.000;3.0;2.0;85.0;96.0;0.0;;Not available;True;True;True;True;False;44.8
249;São Vicente, Lisboa;565.000;1.0;1.0;60.0;69.0;1.0;;Not available;True;True;True;True;False;44.8
250;Rio Mau, Vila do Conde;180.000;2.0;1.0;81.0;105.0;1.0;1.0;Not available;True;False;False;False;False;45.7
251;Previdência, Porto;165.000;3.0;1.0;92.0;92.0;0.0;3.0;Not available;True;False;True;True;True;47.0
252;Póvoa de Santo Adrião e Olival Basto, Lisboa;245.500;2.0;2.0;75.0;83.0;0.0;;Not available;True;True;True;True;False;44.8
253;Centro, Guarda;85.000;3.0;2.0;83.0;103.0;1.0;-1.0;Not available;True;False;False;False;False;49.6
254;Paredes, Porto;150.000;2.0;1.0;92.0;92.0;1.0;3.0;Not available;True;False;True;True;True;44.3
255;Brandoa, Amadora;259.900;3.0;2.0;107.0;107.0;2.0;3.0;Not available;True;False;True;True;False;44.1
256;Massamá e Monte Abraão, Lisboa;278.000;3.0;2.0;74.0;89.0;0.0;3.0;Energy Performance Certificate;False;True;True;True;False;44.8
257;St.º António da Caparica, Almada;329.900;2.0;2.0;80.0;90.0;0.0;;Not available;True;False;True;False;False;46.3
258;S. Domingos Benfica, Lisboa;460.000;2.0;1.0;74.0;86.0;0.0;;Not available;True;True;True;True;False;44.8
259;Quinta das Lágrimas / Quinta da Varzea, Coimbra;310.000;3.0;2.0;115.0;126.0;2.0;1.0;Not available;True;False;False;True;False;48.3
260;Ramalde, Porto;195.000;3.0;2.0;102.0;102.0;0.0;;Not available;True;False;True;True;True;47.0
261;Castelo, Castelo Branco;120.000;3.0;2.0;77.0;111.0;0.0;;Not available;True;False;False;False;False;50.5
262;Centro de Saúde, Castelo Branco;Under Consultation;4.0;2.0;80.0;85.0;0.0;;Not available;True;False;False;False;False;50.5
263;Cascais e Estoril, Lisboa;840.750;3.0;2.0;122.0;178.0;3.0;0.0;Energy Performance Certificate;False;True;True;True;True;46.9
264;Cabanas Tavira, Tavira;210.000;1.0;1.0;49.0;75.0;1.0;2.0;Not available;True;False;False;False;True;51.2
265;Ermesinde, Porto;357.000;4.0;3.0;169.0;219.0;2.0;3.0;Energy Performance Certificate;False;False;True;True;True;47.0
266;Vila Nova Caparica, Almada;225.000;2.0;2.0;75.0;78.0;0.0;;Not available;True;False;True;False;False;46.3
267;Perafita, Lavra e Santa Cruz do Bispo, Porto;135.000;0.0;1.0;42.0;42.0;0.0;;Not available;True;False;True;True;True;47.0
268;Almancil, Faro;565.000;1.0;1.0;68.0;82.0;0.0;;Not available;True;False;False;False;True;45.7
269;Benfica, Lisboa;325.000;2.0;1.0;65.0;77.0;0.0;;Not available;True;True;True;True;False;44.8
270;Faro (Sé e São Pedro), Faro;420.000;5.0;2.0;161.0;186.0;0.0;;Not available;True;False;False;False;True;45.7
271;Matosinhos e Leça da Palmeira, Porto;290.000;1.0;1.0;52.0;73.0;1.0;2.0;Not available;False;False;True;True;True;47.5
272;Olivais Sul, Lisboa;325.000;3.0;2.0;82.0;82.0;0.0;;Not available;True;True;True;True;False;44.8
273;Olhão Baixa, Olhão;455.000;3.0;3.0;107.0;173.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;True;46.2
274;Polo Universitário, Porto;290.000;2.0;2.0;77.0;77.0;1.0;2.0;Not available;True;False;True;True;True;47.0
275;Polo Universitário, Porto;335.000;3.0;2.0;94.0;94.0;1.0;2.0;Not available;True;False;True;True;True;47.0
276;Polo Universitário, Porto;325.000;3.0;2.0;87.0;87.0;1.0;2.0;Not available;True;False;True;True;True;47.0
277;Polo Universitário, Porto;280.000;2.0;2.0;77.0;77.0;1.0;1.0;Not available;True;False;True;True;True;47.0
278;Polo Universitário, Porto;215.000;1.0;1.0;53.0;53.0;1.0;1.0;Not available;True;False;True;True;True;47.0
279;Polo Universitário, Porto;205.000;1.0;1.0;48.0;48.0;1.0;1.0;Not available;True;False;True;True;True;47.0
280;Polo Universitário, Porto;286.000;1.0;1.0;89.0;89.0;0.0;;Not available;True;False;True;True;True;47.0
281;Polo Universitário, Porto;252.000;1.0;1.0;67.0;67.0;0.0;;Not available;True;False;True;True;True;47.0
282;Polo Universitário, Porto;210.000;1.0;1.0;48.0;48.0;0.0;;Not available;True;False;True;True;True;47.0
283;Arcos de Valdevez (São Paio) e Giela, Viana do Castelo;175.000;1.0;1.0;38.0;38.0;1.0;0.0;Not available;True;False;False;False;True;55.4
284;Matosinhos e Leça da Palmeira, Porto;465.000;2.0;2.0;98.0;160.0;1.0;3.0;Not available;True;False;True;True;True;47.5
285;Matosinhos e Leça da Palmeira, Porto;270.000;1.0;1.0;41.0;48.0;1.0;2.0;Not available;False;False;True;True;True;47.5
286;Matosinhos e Leça da Palmeira, Porto;275.000;1.0;1.0;49.0;52.0;1.0;6.0;Not available;False;False;True;True;True;47.5
287;Matosinhos e Leça da Palmeira, Porto;270.000;1.0;1.0;49.0;52.0;1.0;5.0;Not available;False;False;True;True;True;47.5
288;Matosinhos e Leça da Palmeira, Porto;265.000;1.0;1.0;49.0;52.0;1.0;4.0;Not available;False;False;True;True;True;47.5
289;Matosinhos e Leça da Palmeira, Porto;290.000;1.0;1.0;41.0;48.0;1.0;6.0;Not available;False;False;True;True;True;47.5
290;Matosinhos e Leça da Palmeira, Porto;285.000;1.0;1.0;41.0;48.0;1.0;5.0;Not available;False;False;True;True;True;47.5
291;Albufeira e Olhos de Água, Faro;153.000;0.0;1.0;36.0;46.0;0.0;;Not available;True;False;False;False;True;44.4
292;Matosinhos e Leça da Palmeira, Porto;280.000;1.0;1.0;41.0;48.0;1.0;4.0;Not available;False;False;True;True;True;47.5
293;Matosinhos e Leça da Palmeira, Porto;275.000;1.0;1.0;41.0;48.0;1.0;3.0;Not available;False;False;True;True;True;47.5
294;Olhão Centro, Olhão;195.000;2.0;1.0;59.0;74.0;0.0;;Not available;True;False;False;False;True;46.2
295;Matosinhos e Leça da Palmeira, Porto;405.000;2.0;2.0;89.0;92.0;1.0;6.0;Not available;False;False;True;True;True;47.5
296;Matosinhos e Leça da Palmeira, Porto;395.000;2.0;2.0;89.0;92.0;1.0;4.0;Not available;False;False;True;True;True;47.5
297;Albufeira e Olhos de Água, Faro;210.000;1.0;1.0;44.0;50.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;44.4
298;Benfica, Lisboa;350.000;2.0;1.0;75.0;80.0;0.0;;Not available;True;True;True;True;False;44.8
299;Matosinhos e Leça da Palmeira, Porto;390.000;2.0;2.0;89.0;92.0;1.0;3.0;Not available;False;False;True;True;True;47.5
300;Matosinhos e Leça da Palmeira, Porto;475.000;2.0;2.0;95.0;110.0;1.0;3.0;Not available;False;False;True;True;True;47.5
301;Matosinhos e Leça da Palmeira, Porto;445.000;2.0;2.0;85.0;98.0;1.0;5.0;Not available;False;False;True;True;True;47.5
302;Matosinhos e Leça da Palmeira, Porto;450.000;2.0;2.0;85.0;98.0;1.0;6.0;Not available;False;False;True;True;True;47.5
303;Matosinhos e Leça da Palmeira, Porto;440.000;2.0;2.0;85.0;98.0;1.0;4.0;Not available;False;False;True;True;True;47.5
304;Matosinhos e Leça da Palmeira, Porto;435.000;2.0;2.0;85.0;98.0;1.0;3.0;Not available;False;False;True;True;True;47.5
305;Nacional 1, Santa Maria da Feira;132.000;2.0;1.0;76.0;76.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;47.1
306;Santa Maria Maior, Lisboa;469.500;2.0;1.0;90.0;95.0;0.0;;Not available;True;True;True;True;False;44.8
307;Matosinhos e Leça da Palmeira, Porto;430.000;2.0;2.0;85.0;98.0;1.0;2.0;Not available;False;False;True;True;True;47.5
308;Matosinhos e Leça da Palmeira, Porto;455.000;2.0;2.0;89.0;104.0;1.0;4.0;Not available;False;False;True;True;True;47.5
309;Matosinhos e Leça da Palmeira, Porto;450.000;2.0;2.0;89.0;104.0;1.0;3.0;Not available;False;False;True;True;True;47.5
310;Matosinhos e Leça da Palmeira, Porto;445.000;2.0;2.0;89.0;104.0;1.0;2.0;Not available;False;False;True;True;True;47.5
311;Matosinhos e Leça da Palmeira, Porto;580.000;3.0;3.0;123.0;137.0;2.0;5.0;Not available;False;False;True;True;True;47.5
312;Matosinhos e Leça da Palmeira, Porto;570.000;3.0;3.0;123.0;137.0;2.0;3.0;Not available;True;False;True;True;True;47.5
313;Matosinhos e Leça da Palmeira, Porto;565.000;3.0;3.0;123.0;137.0;2.0;2.0;Not available;False;False;True;True;True;47.5
314;Rio Tinto - Forno, Gondomar;Under Consultation;1.0;1.0;47.0;50.0;0.0;;Not available;True;False;True;False;False;47.1
315;ERA Palmela Azeitao, Barreiro;149.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;False;47.0
316;Lisboa, Amadora;139.000;3.0;1.0;68.0;68.0;0.0;;Not available;True;True;True;True;False;44.1
317;Santo António da Charneca, Setúbal;165.000;3.0;1.0;84.0;97.0;0.0;;Not available;True;False;True;True;False;46.6
318;S. Gens, Matosinhos;299.000;2.0;2.0;88.0;204.0;1.0;0.0;Energy Performance Certificate;False;False;True;False;False;47.5
319;Águas Santas, Porto;190.000;3.0;2.0;119.0;136.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47.0
320;São Cosme Zona 6, Gondomar;240.000;2.0;1.0;;;0.0;;Not available;True;False;True;False;False;47.1
321;Valongo, Porto;265.000;3.0;3.0;151.0;282.0;2.0;4.0;Energy Performance Certificate;False;False;True;True;True;47.0
322;São João da Madeira, Aveiro;Under Consultation;1.0;1.0;48.0;62.0;0.0;0.0;Not available;True;False;False;False;True;47.0
323;Silvares, Pias, Nogueira e Alvarenga, Porto;115.000;2.0;1.0;92.0;102.0;2.0;2.0;Not available;True;False;True;True;True;47.0
324;Moledo e Cristelo, Viana do Castelo;350.000;3.0;2.0;131.0;131.0;0.0;;Not available;True;False;False;False;True;48.8
325;Rio Tinto - Av. da Conduta, Gondomar;167.500;2.0;1.0;85.0;98.0;1.0;0.0;Not available;True;False;True;False;False;47.1
326;Verderena / Avenida do Bocage, Barreiro;250.000;3.0;1.0;72.0;72.0;0.0;;Not available;True;False;False;False;False;47.0
327;Verderena / Estação dos Barcos, Barreiro;172.500;3.0;1.0;76.0;84.0;0.0;;Not available;True;False;False;False;False;47.0
328;Paranhos, Porto;270.000;2.0;1.0;61.0;67.0;0.0;1.0;Not available;True;False;True;True;True;47.0
329;Meixomil, Porto;150.000;2.0;2.0;79.0;88.0;1.0;2.0;Not available;True;False;True;True;True;47.0
330;Serra das Minas, Sintra;155.000;2.0;1.0;71.0;79.0;0.0;;Not available;True;False;False;False;False;43.7
331;Guarda, Guarda;Under Consultation;3.0;2.0;104.0;121.0;1.0;0.0;Not available;True;False;False;False;False;49.6
332;Arroios, Lisboa;599.000;4.0;2.0;145.0;145.0;1.0;6.0;Energy Performance Certificate;False;True;True;True;False;44.8
333;Algueirão, Sintra;219.000;3.0;2.0;72.0;75.0;0.0;;Not available;True;False;False;False;False;43.7
334;Santa Clara e Castelo Viegas, Coimbra;150.000;2.0;1.0;89.0;104.0;1.0;3.0;Not available;True;False;False;True;False;48.3
335;ERA Palmela Azeitao, Moita;125.000;3.0;2.0;63.0;83.0;0.0;;Not available;True;False;False;False;False;45.0
336;Pegões, Montijo;297.000;3.0;2.0;136.0;150.0;1.0;2.0;Not available;True;False;False;False;False;42.6
337;Pragal, Almada;335.000;4.0;2.0;108.0;121.0;0.0;;Not available;True;False;True;False;False;46.3
338;Seia, São Romão e Lapa dos Dinheiros, Guarda;89.000;2.0;1.0;68.0;79.0;1.0;0.0;Not available;True;False;False;False;False;49.6
339;ERA Palmela Azeitao, Setúbal;150.000;1.0;1.0;40.0;56.0;0.0;;Not available;True;False;True;True;False;45.3
340;Campo de Ourique, Lisboa;955.000;2.0;2.0;94.0;107.0;1.0;2.0;Not available;False;True;True;True;False;44.8
341;ERA Palmela Azeitao, Setúbal;250.000;3.0;2.0;99.0;94.0;0.0;;Not available;True;False;True;True;False;45.3
342;Gandra, Porto;139.000;2.0;1.0;80.0;80.0;1.0;2.0;Not available;True;False;True;True;True;47.0
343;Laranjeiro e Feijó, Setúbal;206.000;3.0;2.0;85.0;91.0;0.0;;Not available;True;False;True;True;False;46.6
344;Oliveira do Douro, Porto;130.000;2.0;1.0;71.0;84.0;0.0;;Not available;True;False;True;True;True;47.0
345;Espinho, Aveiro;279.000;3.0;2.0;92.0;104.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;51.1
346;Nogueira, Fraião e Lamaçães, Braga;349.900;3.0;3.0;129.0;143.0;2.0;2.0;Not available;False;False;False;True;False;44.4
347;Campo de Ourique, Lisboa;399.000;2.0;1.0;62.0;70.0;0.0;2.0;Not available;True;True;True;True;False;44.8
348;Pedroso e Seixezelo, Porto;167.500;3.0;1.0;94.0;94.0;1.0;2.0;Not available;True;False;True;True;True;47.0
349;Nossa Senhora da Piedade, Santarém;220.000;4.0;3.0;214.0;237.0;0.0;;Not available;True;False;False;False;False;48.3
350;Nevogilde, Porto;560.000;3.0;2.0;131.0;142.0;1.0;2.0;Not available;True;False;True;True;True;47.0
351;Marrazes e Barosa, Leiria;210.000;4.0;4.0;110.0;198.0;2.0;2.0;Not available;True;False;False;False;False;46.4
352;Chainça, Abrantes;114.000;3.0;2.0;120.0;163.0;0.0;;Not available;True;False;False;False;False;53.4
353;Setúbal (São Sebastião), Setúbal;149.000;2.0;1.0;53.0;64.0;0.0;;Not available;True;False;True;True;False;46.6
354;Nogueira da Regedoura, Aveiro;228.000;3.0;2.0;127.0;127.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;True;45.5
355;Fogueteiro, Seixal;167.500;3.0;2.0;110.0;119.0;0.0;;Not available;True;False;False;False;False;44.9
356;Alverca do Ribatejo e Sobralinho, Lisboa;159.000;2.0;1.0;55.0;57.0;0.0;0.0;Not available;True;True;True;True;False;44.8
357;Pinhal Novo, Setúbal;140.000;2.0;1.0;61.0;66.0;0.0;;Not available;True;False;True;True;False;46.6
358;Matosinhos e Leça da Palmeira, Porto;285.000;3.0;3.0;122.0;146.0;2.0;;Not available;True;False;True;True;True;47.5
359;Antas, Porto;275.000;0.0;1.0;38.0;38.0;1.0;10.0;Energy Performance Certificate;False;False;True;True;True;47.0
360;Vila Praia de Âncora, Viana do Castelo;125.000;1.0;1.0;46.0;46.0;1.0;3.0;Not available;True;False;False;False;True;48.8
361;Ao Tojal, Lisboa;320.000;2.0;1.0;66.0;75.0;0.0;;Not available;True;True;True;True;False;44.8
362;Lisboa, Lisboa;699.000;3.0;3.0;127.0;127.0;0.0;;Not available;True;True;True;True;False;44.8
363;Antas, Porto;275.000;0.0;1.0;38.0;;0.0;;Not available;True;False;True;True;True;47.0
364;Moscavide, Loures;259.000;2.0;1.0;52.0;52.0;0.0;;Not available;True;False;False;False;False;44.6
365;São Vicente, Lisboa;549.000;4.0;2.0;125.0;125.0;0.0;1.0;Not available;True;True;True;True;False;44.8
366;Portimão, Faro;220.000;2.0;1.0;60.0;74.0;1.0;1.0;Not available;True;False;False;False;True;45.7
367;Portimão, Faro;225.000;3.0;2.0;91.0;112.0;0.0;;Not available;True;False;False;False;True;45.7
368;Dafundo, Oeiras;249.000;2.0;1.0;59.0;65.0;0.0;;Not available;True;False;False;False;False;46.5
370;Santo António dos Cavaleiros e Frielas, Lisboa;295.000;2.0;2.0;;;0.0;3.0;Not available;False;True;True;True;False;44.8
371;Santa Maria Maior, Vila Real;175.000;2.0;2.0;103.0;111.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;48.5
372;Selho (São Cristóvão), Braga;Under Consultation;3.0;2.0;92.0;107.0;1.0;2.0;Not available;True;False;False;True;False;44.4
373;Jardins de Benfica, Lisboa;600.000;2.0;2.0;;;0.0;;Not available;True;True;True;True;False;44.8
374;Belém, Lisboa;595.000;2.0;2.0;85.0;100.0;1.0;1.0;Energy Performance Certificate;False;True;True;True;False;44.8
375;Chafé, Viana do Castelo;142.500;1.0;1.0;44.0;44.0;1.0;1.0;Not available;True;False;False;False;True;48.8
376;Chafé, Viana do Castelo;140.000;1.0;1.0;43.0;43.0;1.0;1.0;Not available;True;False;False;False;True;48.8
377;Samora Correia, Santarém;139.000;2.0;1.0;75.0;75.0;0.0;;Not available;True;False;False;False;False;48.3
378;Setúbal (São Sebastião), Setúbal;195.000;4.0;2.0;90.0;105.0;0.0;;Not available;True;False;True;True;False;46.6
380;Lousã, Lousã;249.000;3.0;3.0;110.0;245.0;2.0;2.0;Not available;True;False;False;False;False;47.4
381;Corroios, Setúbal;298.000;4.0;2.0;130.0;140.0;0.0;;Not available;True;False;True;True;False;46.6
382;Torres da Bela Vista, Loures;215.000;3.0;2.0;95.0;95.0;0.0;;Not available;True;False;False;False;False;44.6
383;Olhão, Faro;180.000;2.0;1.0;66.0;69.0;0.0;;Not available;True;False;False;False;True;45.7
385;Areeiro, Lisboa;450.000;3.0;1.0;100.0;100.0;0.0;;Not available;True;True;True;True;False;44.8
386;Santa Maria da Feira, Travanca, Sanfins e Espargo, Aveiro;270.000;3.0;3.0;125.0;165.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;True;47.1
387;Benfica, Lisboa;435.000;2.0;2.0;86.0;102.0;1.0;3.0;Energy Performance Certificate;False;True;True;True;False;44.8
388;Carvalhido, Porto;185.000;2.0;1.0;83.0;;0.0;;Not available;True;False;True;True;True;47.0
389;Vilamoura, Loulé;1.295.000;3.0;2.0;115.0;180.0;1.0;;Not available;True;False;False;False;False;46.9
390;Odivelas, Odivelas;240.000;2.0;1.0;95.0;95.0;0.0;;Not available;True;False;False;False;False;43.7
391;Gouveia, Guarda;72.500;3.0;2.0;78.0;94.0;0.0;;Not available;True;False;False;False;False;58.1
392;Pedrouços, Lisboa;1.290.000;4.0;3.0;202.0;262.0;4.0;3.0;Energy Performance Certificate;False;True;True;True;False;44.8
393;Centro, Olhão;189.500;2.0;1.0;65.0;88.0;0.0;;Not available;True;False;False;False;True;46.2
394;Carregado e Cadafais, Lisboa;164.300;2.0;2.0;70.0;85.0;0.0;;Not available;True;True;True;True;False;44.8
395;Albufeira e Olhos de Água, Faro;550.000;1.0;2.0;78.0;88.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;True;44.4
